link_id_tmc,corridor_id,corridor_link_order,from_node_id,to_node_id,time_period,date,geometry,volume,travel_time,speed,reference_speed,density,queue,notes
2,AZ-101-LOOP_CLOCKWISE,31,100000003,100000004,0745_0800,2019/1/1,"LINESTRING (-112.21385 33.6676,-112.2095 33.667609999999996)",1800,,68,,0,,
2,AZ-101-LOOP_CLOCKWISE,31,100000003,100000004,0800_0815,2019/1/1,"LINESTRING (-112.21385 33.6676,-112.2095 33.667609999999996)",1800,,69,,0,,
2,AZ-101-LOOP_CLOCKWISE,31,100000003,100000004,0815_0830,2019/1/1,"LINESTRING (-112.21385 33.6676,-112.2095 33.667609999999996)",1800,,72,,0,,
2,AZ-101-LOOP_CLOCKWISE,31,100000003,100000004,0830_0845,2019/1/1,"LINESTRING (-112.21385 33.6676,-112.2095 33.667609999999996)",1800,,65,,0,,
2,AZ-101-LOOP_CLOCKWISE,31,100000003,100000004,0845_0900,2019/1/1,"LINESTRING (-112.21385 33.6676,-112.2095 33.667609999999996)",1800,,65,,0,,
2,AZ-101-LOOP_CLOCKWISE,31,100000003,100000004,0900_0600,2019/1/1,"LINESTRING (-112.21385 33.6676,-112.2095 33.667609999999996)",1800,,65,,0,,
3,AZ-101-LOOP_CLOCKWISE,32,100000004,100000005,0600_0615,2019/1/1,"LINESTRING (-112.2095 33.667609999999996,-112.19649 33.66815)",1800,,66,,0,,
3,AZ-101-LOOP_CLOCKWISE,32,100000004,100000005,0615_0630,2019/1/1,"LINESTRING (-112.2095 33.667609999999996,-112.19649 33.66815)",1800,,66,,0,,
3,AZ-101-LOOP_CLOCKWISE,32,100000004,100000005,0630_0645,2019/1/1,"LINESTRING (-112.2095 33.667609999999996,-112.19649 33.66815)",1800,,68,,0,,
3,AZ-101-LOOP_CLOCKWISE,32,100000004,100000005,0645_0700,2019/1/1,"LINESTRING (-112.2095 33.667609999999996,-112.19649 33.66815)",1800,,68,,0,,
3,AZ-101-LOOP_CLOCKWISE,32,100000004,100000005,0700_0715,2019/1/1,"LINESTRING (-112.2095 33.667609999999996,-112.19649 33.66815)",1800,,66,,0,,
3,AZ-101-LOOP_CLOCKWISE,32,100000004,100000005,0715_0730,2019/1/1,"LINESTRING (-112.2095 33.667609999999996,-112.19649 33.66815)",1800,,66,,0,,
3,AZ-101-LOOP_CLOCKWISE,32,100000004,100000005,0730_0745,2019/1/1,"LINESTRING (-112.2095 33.667609999999996,-112.19649 33.66815)",1800,,66,,0,,
3,AZ-101-LOOP_CLOCKWISE,32,100000004,100000005,0745_0800,2019/1/1,"LINESTRING (-112.2095 33.667609999999996,-112.19649 33.66815)",1800,,69,,0,,
3,AZ-101-LOOP_CLOCKWISE,32,100000004,100000005,0800_0815,2019/1/1,"LINESTRING (-112.2095 33.667609999999996,-112.19649 33.66815)",1800,,69,,0,,
3,AZ-101-LOOP_CLOCKWISE,32,100000004,100000005,0815_0830,2019/1/1,"LINESTRING (-112.2095 33.667609999999996,-112.19649 33.66815)",1800,,72,,0,,
3,AZ-101-LOOP_CLOCKWISE,32,100000004,100000005,0830_0845,2019/1/1,"LINESTRING (-112.2095 33.667609999999996,-112.19649 33.66815)",1800,,66,,0,,
3,AZ-101-LOOP_CLOCKWISE,32,100000004,100000005,0845_0900,2019/1/1,"LINESTRING (-112.2095 33.667609999999996,-112.19649 33.66815)",1800,,65,,0,,
3,AZ-101-LOOP_CLOCKWISE,32,100000004,100000005,0900_0600,2019/1/1,"LINESTRING (-112.2095 33.667609999999996,-112.19649 33.66815)",1800,,65,,0,,
4,AZ-101-LOOP_CLOCKWISE,33,100000005,100000006,0600_0615,2019/1/1,"LINESTRING (-112.19649 33.66815,-112.19323 33.66819)",1800,,65,,10,,
4,AZ-101-LOOP_CLOCKWISE,33,100000005,100000006,0615_0630,2019/1/1,"LINESTRING (-112.19649 33.66815,-112.19323 33.66819)",0,,65,,0,,
4,AZ-101-LOOP_CLOCKWISE,33,100000005,100000006,0630_0645,2019/1/1,"LINESTRING (-112.19649 33.66815,-112.19323 33.66819)",0,,66,,0,,
4,AZ-101-LOOP_CLOCKWISE,33,100000005,100000006,0645_0700,2019/1/1,"LINESTRING (-112.19649 33.66815,-112.19323 33.66819)",0,,68,,0,,
4,AZ-101-LOOP_CLOCKWISE,33,100000005,100000006,0700_0715,2019/1/1,"LINESTRING (-112.19649 33.66815,-112.19323 33.66819)",0,,65,,0,,
4,AZ-101-LOOP_CLOCKWISE,33,100000005,100000006,0715_0730,2019/1/1,"LINESTRING (-112.19649 33.66815,-112.19323 33.66819)",0,,66,,0,,
4,AZ-101-LOOP_CLOCKWISE,33,100000005,100000006,0730_0745,2019/1/1,"LINESTRING (-112.19649 33.66815,-112.19323 33.66819)",800,,66,,0,,
4,AZ-101-LOOP_CLOCKWISE,33,100000005,100000006,0745_0800,2019/1/1,"LINESTRING (-112.19649 33.66815,-112.19323 33.66819)",800,,68,,0,,
4,AZ-101-LOOP_CLOCKWISE,33,100000005,100000006,0800_0815,2019/1/1,"LINESTRING (-112.19649 33.66815,-112.19323 33.66819)",800,,69,,0,,
4,AZ-101-LOOP_CLOCKWISE,33,100000005,100000006,0815_0830,2019/1/1,"LINESTRING (-112.19649 33.66815,-112.19323 33.66819)",1800,,70,,0,,
4,AZ-101-LOOP_CLOCKWISE,33,100000005,100000006,0830_0845,2019/1/1,"LINESTRING (-112.19649 33.66815,-112.19323 33.66819)",1800,,68,,0,,
4,AZ-101-LOOP_CLOCKWISE,33,100000005,100000006,0845_0900,2019/1/1,"LINESTRING (-112.19649 33.66815,-112.19323 33.66819)",1800,,66,,0,,
4,AZ-101-LOOP_CLOCKWISE,33,100000005,100000006,0900_0600,2019/1/1,"LINESTRING (-112.19649 33.66815,-112.19323 33.66819)",1800,,68,,0,,
5,AZ-101-LOOP_CLOCKWISE,34,100000006,100000007,0600_0615,2019/1/1,"LINESTRING (-112.19323 33.66819,-112.18051000000001 33.66826)",1800,,65,,10,,
5,AZ-101-LOOP_CLOCKWISE,34,100000006,100000007,0615_0630,2019/1/1,"LINESTRING (-112.19323 33.66819,-112.18051000000001 33.66826)",1800,,64,,0,,
5,AZ-101-LOOP_CLOCKWISE,34,100000006,100000007,0630_0645,2019/1/1,"LINESTRING (-112.19323 33.66819,-112.18051000000001 33.66826)",1800,,66,,0,,
5,AZ-101-LOOP_CLOCKWISE,34,100000006,100000007,0645_0700,2019/1/1,"LINESTRING (-112.19323 33.66819,-112.18051000000001 33.66826)",1800,,67,,0,,
5,AZ-101-LOOP_CLOCKWISE,34,100000006,100000007,0700_0715,2019/1/1,"LINESTRING (-112.19323 33.66819,-112.18051000000001 33.66826)",1800,,65,,0,,
5,AZ-101-LOOP_CLOCKWISE,34,100000006,100000007,0715_0730,2019/1/1,"LINESTRING (-112.19323 33.66819,-112.18051000000001 33.66826)",1800,,66,,0,,
5,AZ-101-LOOP_CLOCKWISE,34,100000006,100000007,0730_0745,2019/1/1,"LINESTRING (-112.19323 33.66819,-112.18051000000001 33.66826)",1800,,66,,0,,
5,AZ-101-LOOP_CLOCKWISE,34,100000006,100000007,0745_0800,2019/1/1,"LINESTRING (-112.19323 33.66819,-112.18051000000001 33.66826)",1800,,68,,0,,
5,AZ-101-LOOP_CLOCKWISE,34,100000006,100000007,0800_0815,2019/1/1,"LINESTRING (-112.19323 33.66819,-112.18051000000001 33.66826)",1800,,69,,0,,
5,AZ-101-LOOP_CLOCKWISE,34,100000006,100000007,0815_0830,2019/1/1,"LINESTRING (-112.19323 33.66819,-112.18051000000001 33.66826)",1800,,71,,0,,
5,AZ-101-LOOP_CLOCKWISE,34,100000006,100000007,0830_0845,2019/1/1,"LINESTRING (-112.19323 33.66819,-112.18051000000001 33.66826)",1800,,67,,0,,
5,AZ-101-LOOP_CLOCKWISE,34,100000006,100000007,0845_0900,2019/1/1,"LINESTRING (-112.19323 33.66819,-112.18051000000001 33.66826)",1800,,65,,0,,
5,AZ-101-LOOP_CLOCKWISE,34,100000006,100000007,0900_0600,2019/1/1,"LINESTRING (-112.19323 33.66819,-112.18051000000001 33.66826)",1800,,65,,0,,
6,AZ-101-LOOP_CLOCKWISE,35,100000007,100000008,0600_0615,2019/1/1,"LINESTRING (-112.18051000000001 33.66826,-112.1766 33.668279999999996)",1800,,65,,10,,
6,AZ-101-LOOP_CLOCKWISE,35,100000007,100000008,0615_0630,2019/1/1,"LINESTRING (-112.18051000000001 33.66826,-112.1766 33.668279999999996)",1800,,64,,0,,
6,AZ-101-LOOP_CLOCKWISE,35,100000007,100000008,0630_0645,2019/1/1,"LINESTRING (-112.18051000000001 33.66826,-112.1766 33.668279999999996)",1800,,65,,0,,
6,AZ-101-LOOP_CLOCKWISE,35,100000007,100000008,0645_0700,2019/1/1,"LINESTRING (-112.18051000000001 33.66826,-112.1766 33.668279999999996)",1800,,66,,0,,
6,AZ-101-LOOP_CLOCKWISE,35,100000007,100000008,0700_0715,2019/1/1,"LINESTRING (-112.18051000000001 33.66826,-112.1766 33.668279999999996)",1800,,65,,0,,
6,AZ-101-LOOP_CLOCKWISE,35,100000007,100000008,0715_0730,2019/1/1,"LINESTRING (-112.18051000000001 33.66826,-112.1766 33.668279999999996)",1800,,65,,0,,
6,AZ-101-LOOP_CLOCKWISE,35,100000007,100000008,0730_0745,2019/1/1,"LINESTRING (-112.18051000000001 33.66826,-112.1766 33.668279999999996)",1800,,65,,0,,
6,AZ-101-LOOP_CLOCKWISE,35,100000007,100000008,0745_0800,2019/1/1,"LINESTRING (-112.18051000000001 33.66826,-112.1766 33.668279999999996)",1800,,66,,0,,
6,AZ-101-LOOP_CLOCKWISE,35,100000007,100000008,0800_0815,2019/1/1,"LINESTRING (-112.18051000000001 33.66826,-112.1766 33.668279999999996)",1800,,68,,0,,
6,AZ-101-LOOP_CLOCKWISE,35,100000007,100000008,0815_0830,2019/1/1,"LINESTRING (-112.18051000000001 33.66826,-112.1766 33.668279999999996)",1800,,70,,0,,
6,AZ-101-LOOP_CLOCKWISE,35,100000007,100000008,0830_0845,2019/1/1,"LINESTRING (-112.18051000000001 33.66826,-112.1766 33.668279999999996)",1800,,67,,0,,
6,AZ-101-LOOP_CLOCKWISE,35,100000007,100000008,0845_0900,2019/1/1,"LINESTRING (-112.18051000000001 33.66826,-112.1766 33.668279999999996)",1800,,65,,0,,
6,AZ-101-LOOP_CLOCKWISE,35,100000007,100000008,0900_0600,2019/1/1,"LINESTRING (-112.18051000000001 33.66826,-112.1766 33.668279999999996)",1800,,64,,0,,
7,AZ-101-LOOP_CLOCKWISE,36,100000008,100000009,0600_0615,2019/1/1,"LINESTRING (-112.1766 33.668279999999996,-112.161 33.66935)",1800,,69,,10,,
7,AZ-101-LOOP_CLOCKWISE,36,100000008,100000009,0615_0630,2019/1/1,"LINESTRING (-112.1766 33.668279999999996,-112.161 33.66935)",1800,,64,,0,,
7,AZ-101-LOOP_CLOCKWISE,36,100000008,100000009,0630_0645,2019/1/1,"LINESTRING (-112.1766 33.668279999999996,-112.161 33.66935)",1800,,66,,0,,
7,AZ-101-LOOP_CLOCKWISE,36,100000008,100000009,0645_0700,2019/1/1,"LINESTRING (-112.1766 33.668279999999996,-112.161 33.66935)",1800,,67,,0,,
7,AZ-101-LOOP_CLOCKWISE,36,100000008,100000009,0700_0715,2019/1/1,"LINESTRING (-112.1766 33.668279999999996,-112.161 33.66935)",1800,,67,,0,,
7,AZ-101-LOOP_CLOCKWISE,36,100000008,100000009,0715_0730,2019/1/1,"LINESTRING (-112.1766 33.668279999999996,-112.161 33.66935)",1800,,65,,0,,
7,AZ-101-LOOP_CLOCKWISE,36,100000008,100000009,0730_0745,2019/1/1,"LINESTRING (-112.1766 33.668279999999996,-112.161 33.66935)",1800,,66,,0,,
7,AZ-101-LOOP_CLOCKWISE,36,100000008,100000009,0745_0800,2019/1/1,"LINESTRING (-112.1766 33.668279999999996,-112.161 33.66935)",1800,,67,,0,,
7,AZ-101-LOOP_CLOCKWISE,36,100000008,100000009,0800_0815,2019/1/1,"LINESTRING (-112.1766 33.668279999999996,-112.161 33.66935)",1800,,68,,0,,
7,AZ-101-LOOP_CLOCKWISE,36,100000008,100000009,0815_0830,2019/1/1,"LINESTRING (-112.1766 33.668279999999996,-112.161 33.66935)",1800,,71,,0,,
7,AZ-101-LOOP_CLOCKWISE,36,100000008,100000009,0830_0845,2019/1/1,"LINESTRING (-112.1766 33.668279999999996,-112.161 33.66935)",1800,,69,,0,,
7,AZ-101-LOOP_CLOCKWISE,36,100000008,100000009,0845_0900,2019/1/1,"LINESTRING (-112.1766 33.668279999999996,-112.161 33.66935)",1800,,66,,0,,
7,AZ-101-LOOP_CLOCKWISE,36,100000008,100000009,0900_0600,2019/1/1,"LINESTRING (-112.1766 33.668279999999996,-112.161 33.66935)",1800,,65,,0,,
8,AZ-101-LOOP_CLOCKWISE,37,100000009,100000010,0600_0615,2019/1/1,"LINESTRING (-112.161 33.66935,-112.14013999999999 33.669540000000005)",1800,,68,,10,,
8,AZ-101-LOOP_CLOCKWISE,37,100000009,100000010,0615_0630,2019/1/1,"LINESTRING (-112.161 33.66935,-112.14013999999999 33.669540000000005)",1800,,63,,0,,
8,AZ-101-LOOP_CLOCKWISE,37,100000009,100000010,0630_0645,2019/1/1,"LINESTRING (-112.161 33.66935,-112.14013999999999 33.669540000000005)",1800,,66,,0,,
8,AZ-101-LOOP_CLOCKWISE,37,100000009,100000010,0645_0700,2019/1/1,"LINESTRING (-112.161 33.66935,-112.14013999999999 33.669540000000005)",1800,,67,,0,,
8,AZ-101-LOOP_CLOCKWISE,37,100000009,100000010,0700_0715,2019/1/1,"LINESTRING (-112.161 33.66935,-112.14013999999999 33.669540000000005)",1800,,66,,0,,
8,AZ-101-LOOP_CLOCKWISE,37,100000009,100000010,0715_0730,2019/1/1,"LINESTRING (-112.161 33.66935,-112.14013999999999 33.669540000000005)",1800,,64,,0,,
8,AZ-101-LOOP_CLOCKWISE,37,100000009,100000010,0730_0745,2019/1/1,"LINESTRING (-112.161 33.66935,-112.14013999999999 33.669540000000005)",1800,,64,,0,,
8,AZ-101-LOOP_CLOCKWISE,37,100000009,100000010,0745_0800,2019/1/1,"LINESTRING (-112.161 33.66935,-112.14013999999999 33.669540000000005)",1800,,65,,0,,
8,AZ-101-LOOP_CLOCKWISE,37,100000009,100000010,0800_0815,2019/1/1,"LINESTRING (-112.161 33.66935,-112.14013999999999 33.669540000000005)",1800,,67,,0,,
8,AZ-101-LOOP_CLOCKWISE,37,100000009,100000010,0815_0830,2019/1/1,"LINESTRING (-112.161 33.66935,-112.14013999999999 33.669540000000005)",1800,,70,,0,,
8,AZ-101-LOOP_CLOCKWISE,37,100000009,100000010,0830_0845,2019/1/1,"LINESTRING (-112.161 33.66935,-112.14013999999999 33.669540000000005)",1800,,68,,0,,
8,AZ-101-LOOP_CLOCKWISE,37,100000009,100000010,0845_0900,2019/1/1,"LINESTRING (-112.161 33.66935,-112.14013999999999 33.669540000000005)",1800,,66,,0,,
8,AZ-101-LOOP_CLOCKWISE,37,100000009,100000010,0900_0600,2019/1/1,"LINESTRING (-112.161 33.66935,-112.14013999999999 33.669540000000005)",1800,,66,,0,,
9,AZ-101-LOOP_CLOCKWISE,38,100000010,100000011,0600_0615,2019/1/1,"LINESTRING (-112.14013999999999 33.669540000000005,-112.13467 33.669090000000004)",1800,,64,,10,,
9,AZ-101-LOOP_CLOCKWISE,38,100000010,100000011,0615_0630,2019/1/1,"LINESTRING (-112.14013999999999 33.669540000000005,-112.13467 33.669090000000004)",1800,,62,,0,,
9,AZ-101-LOOP_CLOCKWISE,38,100000010,100000011,0630_0645,2019/1/1,"LINESTRING (-112.14013999999999 33.669540000000005,-112.13467 33.669090000000004)",1800,,65,,0,,
9,AZ-101-LOOP_CLOCKWISE,38,100000010,100000011,0645_0700,2019/1/1,"LINESTRING (-112.14013999999999 33.669540000000005,-112.13467 33.669090000000004)",1800,,66,,0,,
9,AZ-101-LOOP_CLOCKWISE,38,100000010,100000011,0700_0715,2019/1/1,"LINESTRING (-112.14013999999999 33.669540000000005,-112.13467 33.669090000000004)",1800,,65,,0,,
9,AZ-101-LOOP_CLOCKWISE,38,100000010,100000011,0715_0730,2019/1/1,"LINESTRING (-112.14013999999999 33.669540000000005,-112.13467 33.669090000000004)",1800,,64,,0,,
9,AZ-101-LOOP_CLOCKWISE,38,100000010,100000011,0730_0745,2019/1/1,"LINESTRING (-112.14013999999999 33.669540000000005,-112.13467 33.669090000000004)",1800,,63,,0,,
9,AZ-101-LOOP_CLOCKWISE,38,100000010,100000011,0745_0800,2019/1/1,"LINESTRING (-112.14013999999999 33.669540000000005,-112.13467 33.669090000000004)",1800,,64,,0,,
9,AZ-101-LOOP_CLOCKWISE,38,100000010,100000011,0800_0815,2019/1/1,"LINESTRING (-112.14013999999999 33.669540000000005,-112.13467 33.669090000000004)",1800,,67,,0,,
9,AZ-101-LOOP_CLOCKWISE,38,100000010,100000011,0815_0830,2019/1/1,"LINESTRING (-112.14013999999999 33.669540000000005,-112.13467 33.669090000000004)",1800,,67,,0,,
9,AZ-101-LOOP_CLOCKWISE,38,100000010,100000011,0830_0845,2019/1/1,"LINESTRING (-112.14013999999999 33.669540000000005,-112.13467 33.669090000000004)",1800,,67,,0,,
9,AZ-101-LOOP_CLOCKWISE,38,100000010,100000011,0845_0900,2019/1/1,"LINESTRING (-112.14013999999999 33.669540000000005,-112.13467 33.669090000000004)",1800,,65,,0,,
9,AZ-101-LOOP_CLOCKWISE,38,100000010,100000011,0900_0600,2019/1/1,"LINESTRING (-112.14013999999999 33.669540000000005,-112.13467 33.669090000000004)",1800,,65,,0,,
10,AZ-101-LOOP_CLOCKWISE,39,100000011,100000012,0600_0615,2019/1/1,"LINESTRING (-112.13467 33.669090000000004,-112.12732 33.66864)",1800,,64,,10,,
10,AZ-101-LOOP_CLOCKWISE,39,100000011,100000012,0615_0630,2019/1/1,"LINESTRING (-112.13467 33.669090000000004,-112.12732 33.66864)",1800,,62,,0,,
10,AZ-101-LOOP_CLOCKWISE,39,100000011,100000012,0630_0645,2019/1/1,"LINESTRING (-112.13467 33.669090000000004,-112.12732 33.66864)",1800,,65,,0,,
10,AZ-101-LOOP_CLOCKWISE,39,100000011,100000012,0645_0700,2019/1/1,"LINESTRING (-112.13467 33.669090000000004,-112.12732 33.66864)",1800,,67,,0,,
10,AZ-101-LOOP_CLOCKWISE,39,100000011,100000012,0700_0715,2019/1/1,"LINESTRING (-112.13467 33.669090000000004,-112.12732 33.66864)",1800,,65,,0,,
10,AZ-101-LOOP_CLOCKWISE,39,100000011,100000012,0715_0730,2019/1/1,"LINESTRING (-112.13467 33.669090000000004,-112.12732 33.66864)",1800,,52,,0,,
10,AZ-101-LOOP_CLOCKWISE,39,100000011,100000012,0730_0745,2019/1/1,"LINESTRING (-112.13467 33.669090000000004,-112.12732 33.66864)",1800,,61,,0,,
10,AZ-101-LOOP_CLOCKWISE,39,100000011,100000012,0745_0800,2019/1/1,"LINESTRING (-112.13467 33.669090000000004,-112.12732 33.66864)",1800,,62,,0,,
10,AZ-101-LOOP_CLOCKWISE,39,100000011,100000012,0800_0815,2019/1/1,"LINESTRING (-112.13467 33.669090000000004,-112.12732 33.66864)",1800,,67,,0,,
10,AZ-101-LOOP_CLOCKWISE,39,100000011,100000012,0815_0830,2019/1/1,"LINESTRING (-112.13467 33.669090000000004,-112.12732 33.66864)",1800,,68,,0,,
10,AZ-101-LOOP_CLOCKWISE,39,100000011,100000012,0830_0845,2019/1/1,"LINESTRING (-112.13467 33.669090000000004,-112.12732 33.66864)",1800,,67,,0,,
10,AZ-101-LOOP_CLOCKWISE,39,100000011,100000012,0845_0900,2019/1/1,"LINESTRING (-112.13467 33.669090000000004,-112.12732 33.66864)",1800,,65,,0,,
10,AZ-101-LOOP_CLOCKWISE,39,100000011,100000012,0900_0600,2019/1/1,"LINESTRING (-112.13467 33.669090000000004,-112.12732 33.66864)",1800,,65,,0,,
11,AZ-101-LOOP_CLOCKWISE,40,100000012,100000013,0600_0615,2019/1/1,"LINESTRING (-112.12732 33.66864,-112.11697 33.66865)",1800,,68,,10,,
11,AZ-101-LOOP_CLOCKWISE,40,100000012,100000013,0615_0630,2019/1/1,"LINESTRING (-112.12732 33.66864,-112.11697 33.66865)",1800,,68,,0,,
11,AZ-101-LOOP_CLOCKWISE,40,100000012,100000013,0630_0645,2019/1/1,"LINESTRING (-112.12732 33.66864,-112.11697 33.66865)",1800,,69,,0,,
11,AZ-101-LOOP_CLOCKWISE,40,100000012,100000013,0645_0700,2019/1/1,"LINESTRING (-112.12732 33.66864,-112.11697 33.66865)",1800,,67,,0,,
11,AZ-101-LOOP_CLOCKWISE,40,100000012,100000013,0700_0715,2019/1/1,"LINESTRING (-112.12732 33.66864,-112.11697 33.66865)",1800,,70,,0,,
11,AZ-101-LOOP_CLOCKWISE,40,100000012,100000013,0715_0730,2019/1/1,"LINESTRING (-112.12732 33.66864,-112.11697 33.66865)",1800,,69,,0,,
11,AZ-101-LOOP_CLOCKWISE,40,100000012,100000013,0730_0745,2019/1/1,"LINESTRING (-112.12732 33.66864,-112.11697 33.66865)",1800,,68,,0,,
11,AZ-101-LOOP_CLOCKWISE,40,100000012,100000013,0745_0800,2019/1/1,"LINESTRING (-112.12732 33.66864,-112.11697 33.66865)",1800,,70,,0,,
11,AZ-101-LOOP_CLOCKWISE,40,100000012,100000013,0800_0815,2019/1/1,"LINESTRING (-112.12732 33.66864,-112.11697 33.66865)",1800,,72,,0,,
